"carat","cut","color","clarity","depth","table","price","x","y","z"
0.91,"Fair","H","SI2",61.3,67,2825,6.24,6.19,3.81
1.06,"Ideal","H","VVS1",61.3,57,7193,6.55,6.53,4.01
0.31,"Ideal","G","IF",61.9,54,891,4.35,4.38,2.7
0.3,"Premium","G","IF",61,62,956,4.34,4.32,2.64
0.27,"Ideal","D","VVS2",62.6,56,622,4.13,4.15,2.59
0.38,"Premium","I","SI1",60.2,60,746,4.68,4.65,2.81
1,"Good","G","SI2",57.6,62,4113,6.62,6.55,3.79
0.91,"Ideal","E","SI2",62.6,57,3772,6.13,6.18,3.85
0.7,"Ideal","G","VS1",61.2,57,3140,5.7,5.74,3.5
0.32,"Very Good","E","SI1",63.1,54,672,4.41,4.37,2.77
0.7,"Ideal","G","SI2",62.4,55,2232,5.66,5.72,3.55
1.21,"Premium","H","VS2",61.5,58,6710,6.82,6.78,4.18
0.7,"Ideal","F","VS2",60.8,56,2535,5.77,5.71,3.49
0.33,"Premium","I","SI1",61.4,58,572,4.5,4.46,2.75
2.48,"Premium","I","VS2",60.1,58,16820,8.83,8.76,5.29
0.33,"Very Good","J","VVS2",62.1,56,499,4.44,4.45,2.76
0.36,"Premium","E","SI2",61.5,58,648,4.61,4.56,2.82
1.02,"Ideal","E","VS1",62.2,54,8011,6.44,6.46,4.01
0.3,"Very Good","F","SI1",61.7,59,500,4.29,4.33,2.66
0.4,"Ideal","J","VS1",62.6,55,631,4.71,4.75,2.96
1.51,"Ideal","G","VVS2",60.5,56,15303,7.45,7.42,4.5
1.51,"Very Good","J","SI2",61.9,59,6546,7.26,7.31,4.51
1.53,"Ideal","I","VS2",61.7,57,9189,7.36,7.41,4.56
1,"Ideal","H","SI1",61.4,55,4676,6.49,6.44,3.97
0.71,"Ideal","G","VS2",62.5,56,2543,5.67,5.72,3.56
2.02,"Ideal","I","SI1",61.9,58,15942,8.07,8.18,5.03
1.2,"Very Good","J","SI1",61.2,55,5142,6.84,6.88,4.2
0.3,"Ideal","H","IF",61.8,55,789,4.3,4.31,2.66
0.53,"Ideal","I","VVS1",62.2,53,1435,5.17,5.21,3.23
0.33,"Very Good","H","IF",61.2,56,838,4.46,4.5,2.74
0.39,"Very Good","D","VS2",62.2,58,702,4.63,4.69,2.9
0.56,"Ideal","E","VS2",61.6,57,1625,5.3,5.32,3.27
1.51,"Premium","G","VS1",62.6,60,14375,7.19,7.28,4.53
0.32,"Ideal","E","VVS1",61.7,55,954,4.39,4.42,2.72
1.02,"Premium","G","VS2",59.8,58,6169,6.58,6.54,3.92
1.01,"Very Good","H","I1",63.2,58,3167,6.39,6.33,4.02
0.7,"Premium","E","SI2",62.1,59,2273,5.65,5.63,3.5
1.1,"Ideal","F","IF",62,57,11233,6.65,6.57,4.1
0.41,"Ideal","I","VVS1",61.3,56,863,4.8,4.85,2.96
0.32,"Ideal","I","VS1",62.4,56,648,4.37,4.31,2.71
0.3,"Premium","F","SI1",62.1,60,641,4.28,4.26,2.65
0.56,"Ideal","D","SI1",60.5,57,1723,5.31,5.36,3.23
0.8,"Premium","H","SI2",62.2,58,2346,5.99,5.93,3.71
1.23,"Very Good","F","VS1",59.3,59,10609,6.98,7.01,4.15
0.53,"Ideal","E","VVS1",61.5,54,3352,5.25,5.23,3.22
1,"Very Good","D","SI2",64.7,57,4541,6.29,6.36,4.09
1.02,"Ideal","H","SI2",60.5,57,4375,6.56,6.52,3.95
0.44,"Premium","E","VS2",60.4,58,1073,4.93,4.87,2.96
1.11,"Premium","E","SI1",61.3,58,5802,6.61,6.66,4.07
0.34,"Ideal","G","VS2",62.2,57,596,4.44,4.47,2.77
1.02,"Premium","H","SI2",62.5,54,4284,6.44,6.4,4.01
1.02,"Ideal","H","SI2",58.8,57,3142,6.61,6.55,3.87
1.79,"Very Good","F","VS2",62.8,59,18429,7.7,7.8,4.87
0.98,"Fair","H","SI2",67.9,60,2777,6.05,5.97,4.08
0.71,"Very Good","E","VS1",63.7,58,3009,5.63,5.68,3.6
0.51,"Ideal","H","IF",62,54,1879,5.14,5.18,3.2
1.51,"Very Good","H","VS2",63.2,57,10950,7.18,7.32,4.58
0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
0.9,"Very Good","G","SI1",61.3,60,3841,6.14,6.17,3.77
1.2,"Very Good","G","SI2",61.8,60,4443,6.78,6.85,4.21
0.3,"Ideal","I","VS1",62.5,54,457,4.3,4.34,2.7
0.34,"Ideal","G","VS2",61.5,57,596,4.47,4.51,2.76
0.58,"Ideal","E","VS2",62.1,55,1761,5.35,5.34,3.32
1.01,"Ideal","G","SI2",61.5,57,4783,6.43,6.45,3.96
0.5,"Good","F","SI1",64.3,57,975,5.03,4.94,3.21
0.72,"Ideal","D","SI2",60.5,57,3176,5.82,5.89,3.54
0.51,"Ideal","G","VVS2",62,57,1877,5.11,5.15,3.18
0.71,"Ideal","E","VS1",62.4,56,2877,5.75,5.7,3.57
0.79,"Ideal","E","VS2",62.2,55,3861,5.97,5.9,3.69
1.09,"Ideal","I","VS2",62,57,5158,6.64,6.58,4.1
0.24,"Very Good","E","VS2",62.1,58,419,4,4.02,2.49
0.33,"Premium","G","VS2",61.4,60,743,4.45,4.41,2.72
1.06,"Very Good","F","IF",60.6,56,9433,6.62,6.69,4.03
1.22,"Very Good","J","VS2",60.8,56,5160,6.95,6.91,4.21
1.01,"Good","J","VS1",63.2,62,3823,6.29,6.33,3.99
1.17,"Very Good","H","VS2",59.6,59,5585,6.84,6.88,4.09
0.52,"Ideal","E","VS2",61.8,55,1689,5.17,5.19,3.2
0.71,"Ideal","F","SI2",61.2,55,2365,5.77,5.79,3.54
0.92,"Ideal","D","SI2",60.3,56,3997,6.32,6.35,3.82
1,"Ideal","F","VS1",61.4,56,7177,6.46,6.51,3.98
2.01,"Very Good","I","SI1",60.8,60,13849,8.12,8.15,4.95
0.55,"Premium","E","VS2",60.5,58,1881,5.32,5.26,3.2
0.39,"Very Good","D","VS2",60.2,59,958,4.74,4.76,2.86
0.4,"Good","D","SI2",63.8,54,798,4.73,4.7,3.01
1.6,"Premium","F","SI2",60.5,60,8530,7.55,7.52,4.56
0.41,"Very Good","I","SI2",63.5,57,692,4.72,4.7,2.99
0.9,"Very Good","F","SI2",61.4,57,3519,6.21,6.24,3.82
0.71,"Very Good","G","SI1",60,59,2711,5.76,5.8,3.47
1.38,"Premium","G","SI2",59.2,59,6779,7.35,7.29,4.33
0.51,"Ideal","G","VVS2",62.2,53.4,1859,5.11,5.15,3.19
1.5,"Premium","H","I1",62.9,60,4022,7.31,7.22,4.57
1.02,"Good","G","VS1",63.3,58,6738,6.38,6.42,4.05
1.22,"Premium","H","SI1",61,59,4829,6.92,6.86,4.2
0.38,"Ideal","D","SI1",61.8,55,884,4.67,4.69,2.89
0.5,"Very Good","D","VS2",63,57,1688,5.03,5.06,3.18
1,"Good","D","VS2",65.7,55,6163,6.17,6.22,4.07
0.8,"Very Good","F","SI1",62.6,58,2862,5.9,5.92,3.7
0.23,"Good","E","VVS1",60.6,65,458,3.95,3.97,2.4
1.24,"Premium","D","SI2",61.4,59,6840,6.87,6.91,4.23
0.38,"Very Good","D","VS2",58.7,61,871,4.74,4.77,2.79
0.7,"Very Good","H","SI2",63.8,55,1890,5.57,5.59,3.56
0.72,"Very Good","E","VVS1",61.2,58,3903,5.75,5.79,3.53
1.25,"Premium","G","SI2",60.4,59,6300,6.98,6.96,4.21
0.36,"Very Good","E","SI1",63.5,58,593,4.46,4.49,2.84
1.25,"Premium","F","I1",58,59,3724,7.12,7.05,4.11
0.7,"Fair","G","SI2",69.3,60,1420,5.41,5.35,3.72
0.82,"Ideal","I","SI1",61.8,55,2959,6,6.03,3.72
1.26,"Premium","D","SI2",61.9,58,5412,6.88,6.81,4.24
0.44,"Premium","G","VS1",62.3,59,1031,4.87,4.82,3.02
0.26,"Premium","E","VVS1",61.7,59,769,4.14,4.1,2.54
1.35,"Ideal","H","VS2",60.8,56,9462,7.13,7.17,4.35
0.3,"Premium","D","VS2",62.6,61,911,4.25,4.22,2.65
0.32,"Ideal","E","SI1",61,56,559,4.41,4.45,2.7
1.23,"Ideal","G","VVS2",60.8,57,10646,6.89,6.92,4.2
1,"Premium","F","SI2",61.5,60,4340,6.35,6.33,3.9
0.31,"Ideal","G","VS1",61,55,625,4.39,4.43,2.69
0.71,"Good","E","VS2",62.8,60,2836,5.6,5.65,3.53
1.2,"Very Good","H","SI2",62,58,5280,6.76,6.91,4.24
0.58,"Ideal","J","VS1",61.9,58,1324,5.31,5.35,3.3
0.42,"Ideal","G","SI1",62.2,53,777,4.85,4.86,3.02
0.34,"Premium","D","SI2",59.2,59,507,4.54,4.58,2.7
0.31,"Ideal","F","IF",61.3,55,914,4.38,4.43,2.7
1,"Fair","H","SI1",55.2,64,3830,6.69,6.64,3.68
0.32,"Good","H","SI1",63.7,55,461,4.3,4.33,2.75
1.15,"Ideal","D","VS2",58.5,57,8114,6.96,6.93,4.06
0.3,"Ideal","G","IF",61.9,57,863,4.27,4.29,2.65
1.73,"Very Good","H","VS2",61.7,56,12998,7.64,7.7,4.73
1,"Good","E","SI1",59.8,65,4213,6.56,6.45,3.89
0.5,"Good","G","SI1",62.5,64,1197,4.93,4.99,3.1
0.33,"Premium","H","VS1",59.2,58,743,4.55,4.5,2.68
2.29,"Premium","H","VS2",61.6,60,17539,8.45,8.43,5.2
0.71,"Very Good","D","VS2",61.8,55,3084,5.72,5.74,3.54
1.51,"Premium","I","SI1",61.7,60,9344,7.31,7.27,4.5
0.4,"Ideal","E","VVS2",61.8,56,1238,4.77,4.74,2.94
1.32,"Fair","H","I1",65.8,55,4140,6.87,6.83,4.51
0.55,"Ideal","D","VS2",61.5,56,2030,5.28,5.25,3.24
0.74,"Premium","F","VS1",62.5,60,2917,5.78,5.74,3.6
1.02,"Very Good","I","VS2",61.5,57,6104,6.4,6.44,3.95
1.2,"Fair","I","I1",66.7,57,2376,6.57,6.05,4.37
0.7,"Very Good","I","VS1",61.4,57,2405,5.71,5.74,3.52
0.3,"Ideal","D","VS2",60.8,57,911,4.34,4.31,2.63
1.34,"Very Good","H","VVS2",59.7,60,9735,7.19,7.22,4.3
1.01,"Fair","I","VS1",64.9,56,3801,6.29,6.2,4.07
0.72,"Premium","D","SI1",61.4,59,2903,5.79,5.71,3.53
0.7,"Good","E","SI1",60.4,61,2696,5.73,5.76,3.47
0.78,"Very Good","H","VS1",61.9,57.1,2854,5.87,5.95,3.66
0.32,"Ideal","D","VS1",61.4,57,1044,4.43,4.4,2.71
0.41,"Very Good","H","SI1",63.3,56,876,4.74,4.71,2.99
1.41,"Premium","G","SI1",62.1,59,8572,7.23,7.13,4.46
2.11,"Fair","G","SI2",65,56,12633,8.06,8.01,5.22
1.22,"Very Good","H","I1",61.6,56,3663,6.8,6.87,4.21
0.32,"Premium","G","SI2",62.3,58,540,4.42,4.37,2.74
0.32,"Ideal","H","SI1",61.8,55,479,4.39,4.41,2.72
0.7,"Very Good","F","VVS1",63.3,56,3252,5.7,5.64,3.59
0.75,"Ideal","D","SI2",61.3,56,2773,5.85,5.89,3.6
0.58,"Very Good","G","SI1",59.3,59,1408,5.46,5.51,3.25
0.7,"Ideal","F","SI1",61.1,56,2671,5.74,5.78,3.52
1.3,"Premium","G","VS2",60.9,60,9051,6.99,7.04,4.27
0.5,"Ideal","I","VVS1",61.6,56,1747,5.1,5.13,3.15
1.66,"Premium","J","SI1",60.7,58,8487,7.72,7.63,4.66
2.06,"Very Good","G","SI2",59,58,15938,8.3,8.38,4.92
0.24,"Good","E","VVS1",58,60,526,4.08,4.12,2.38
0.7,"Fair","D","SI2",64.5,60,2167,5.53,5.47,3.55
1.5,"Premium","G","VS1",60.8,61,13720,7.36,7.29,4.45
0.32,"Ideal","D","SI2",61.1,56,477,4.39,4.41,2.69
0.32,"Premium","G","SI1",59.6,60,612,4.46,4.43,2.65
0.31,"Ideal","H","VVS1",61.5,56,907,4.38,4.34,2.68
1.01,"Ideal","F","VS2",62.6,57,6501,6.39,6.43,4.01
0.5,"Good","F","VS2",63.3,57,1436,5.01,5.07,3.19
1.7,"Ideal","H","I1",62.6,54.1,7068,7.58,7.63,4.77
1.08,"Ideal","I","SI2",61.9,55,3849,6.58,6.61,4.08
0.3,"Premium","E","SI1",60.6,56,675,4.37,4.35,2.64
0.41,"Ideal","E","SI1",61.5,55,711,4.78,4.81,2.95
0.35,"Very Good","D","VS1",60.9,58,763,4.54,4.56,2.77
0.41,"Ideal","D","VS2",61.6,55,1007,4.74,4.77,2.93
0.34,"Ideal","F","VS2",62.1,56,726,4.48,4.51,2.79
0.41,"Premium","F","VS1",60.7,56,1076,4.82,4.77,2.91
0.3,"Ideal","G","VVS1",62.7,54,764,4.3,4.34,2.71
1.03,"Ideal","G","SI1",62.4,57,4764,6.52,6.47,4.05
0.38,"Ideal","E","SI1",62.1,55,685,4.64,4.67,2.89
0.41,"Premium","E","VS2",59.8,60,935,4.83,4.87,2.9
2,"Fair","H","SI1",65.1,59,13442,7.83,7.77,5.08
0.32,"Ideal","D","VS2",62.4,57,758,4.34,4.38,2.72
0.3,"Very Good","H","VS2",62.6,57,457,4.25,4.28,2.67
1.25,"Very Good","H","SI2",63.5,57,4060,6.73,6.65,4.25
0.7,"Ideal","H","VS2",62.4,58,2429,5.67,5.71,3.55
1,"Premium","G","VS2",58.6,61,6048,6.61,6.57,3.86
0.42,"Premium","G","VS2",60.1,61,1087,4.86,4.79,2.9
0.5,"Very Good","D","VS1",63.1,57,1715,5.04,5,3.17
1.16,"Fair","G","SI1",65.9,55,4612,6.54,6.51,4.3
0.7,"Premium","E","VS1",62.9,60,2782,5.62,5.54,3.51
1.01,"Very Good","I","SI1",62.1,58,3888,6.38,6.44,3.98
0.9,"Good","F","VS2",62.4,58,4370,6.08,6.1,3.8
1.34,"Premium","D","SI2",61.5,58,7438,7.07,7.04,4.34
1,"Premium","D","VS1",62.7,54,7812,6.38,6.35,3.99
0.5,"Ideal","D","SI1",60.9,57,1563,5.11,5.13,3.12
2.06,"Very Good","J","SI1",62,57,11764,8.11,8.17,5.05
0.53,"Very Good","G","VS2",62.5,56,1450,5.16,5.18,3.23
1,"Premium","E","VVS2",62.7,60,8888,6.32,6.34,3.97
1,"Good","G","VS1",63.9,55,5920,6.28,6.34,4.03
0.41,"Good","E","SI1",63.9,58,969,4.72,4.7,3.01
0.3,"Ideal","F","VVS2",61.5,55,694,4.33,4.35,2.67
0.81,"Very Good","G","SI1",60.7,56,2733,6.06,6.09,3.69
1.4,"Premium","H","SI1",62.4,57,8223,7.19,7.11,4.46
0.42,"Premium","E","SI1",61.6,59,773,4.83,4.85,2.98
0.41,"Ideal","E","VVS2",61.4,56,1243,4.81,4.77,2.94
0.3,"Ideal","E","SI1",62.3,56,499,4.29,4.32,2.68
0.36,"Ideal","G","VS1",61.5,58,725,4.59,4.61,2.83
1.2,"Ideal","H","VS1",60.9,57,8852,6.87,6.9,4.19
0.32,"Ideal","D","VS2",62.1,56,758,4.39,4.43,2.74
1.01,"Premium","H","VS2",59.1,58,5166,6.58,6.59,3.89
0.32,"Ideal","D","SI1",62.7,54,756,4.4,4.37,2.75
1.01,"Premium","I","SI1",61.8,58,4072,6.45,6.37,3.96
0.4,"Ideal","G","VVS1",61.8,53,1059,4.75,4.77,2.94
0.23,"Very Good","E","VVS2",63.7,55,485,3.87,3.89,2.47
0.29,"Good","F","IF",56.8,65,633,4.37,4.4,2.49
0.38,"Ideal","H","VVS1",61.1,56,949,4.68,4.71,2.87
0.31,"Ideal","G","VS1",61.4,56,625,4.36,4.37,2.68
0.31,"Ideal","E","VVS2",62,54,791,4.36,4.41,2.72
0.32,"Ideal","F","VVS1",61,56,828,4.42,4.47,2.71
0.31,"Good","H","VVS1",63.7,56,786,4.33,4.3,2.75
2.32,"Premium","J","SI2",59,59,14666,8.69,8.64,5.11
0.7,"Good","I","SI2",63.2,60,1556,5.55,5.62,3.53
1.03,"Very Good","G","SI1",63.1,58,4903,6.41,6.37,4.03
0.3,"Ideal","H","VVS2",62.1,56,605,4.28,4.32,2.67
0.43,"Very Good","E","VS1",61.9,53,1051,4.86,4.89,3.02
1.05,"Very Good","G","SI2",61.6,60,4241,6.49,6.56,4.02
2.05,"Very Good","H","SI2",62.4,58,15949,8.1,8.15,5.07
1.02,"Premium","E","SI1",62.6,58,5183,6.44,6.47,4.05
0.33,"Good","D","VS2",63.6,56,625,4.38,4.42,2.8
1.23,"Very Good","E","VS2",58.9,59,9193,6.98,7.05,4.13
0.42,"Premium","F","SI1",62.7,55,992,4.83,4.8,3.02
1.01,"Fair","F","SI2",65.2,57,3837,6.33,6.24,4.1
0.41,"Premium","G","VS1",60.7,58,961,4.83,4.79,2.92
2.02,"Very Good","H","SI1",61.1,58,18236,8.07,8.16,4.96
1.52,"Premium","I","SI2",59.8,62,8010,7.47,7.41,4.45
1.2,"Very Good","G","SI1",63.4,55,4520,6.72,6.65,4.24
0.34,"Ideal","G","VS2",60.8,56,616,4.53,4.55,2.76
0.41,"Ideal","G","VS2",61.4,54,1061,4.84,4.77,2.95
0.71,"Ideal","E","VS2",62.2,57,3073,5.69,5.73,3.55
1.02,"Very Good","D","SI2",62.7,59,4712,6.36,6.44,4.01
1.59,"Ideal","I","VS2",61.7,57,10752,7.47,7.52,4.62
1.01,"Premium","F","VS2",61.3,61,6271,6.38,6.34,3.9
0.47,"Ideal","H","IF",61.9,56,1865,4.99,5.02,3.1
0.59,"Ideal","I","SI2",62.8,57,1202,5.33,5.37,3.36
1.3,"Very Good","E","SI1",59.1,60,7963,7.12,7.17,4.22
1.61,"Premium","G","SI1",62.6,58,11303,7.48,7.45,4.67
0.32,"Premium","I","SI1",61,59,554,4.39,4.36,2.67
1,"Premium","G","VS1",62.4,59,6727,6.4,6.35,3.98
0.5,"Premium","E","SI2",61.4,58,1240,5.11,5.09,3.13
1.26,"Ideal","G","VVS2",60.9,57,10886,6.98,7.01,4.26
0.5,"Fair","G","VVS2",66.1,62,1659,4.92,4.88,3.24
0.55,"Premium","H","SI2",62.4,56,1246,5.23,5.2,3.25
1.08,"Premium","D","I1",61.9,60,2869,6.55,6.48,4.03
0.79,"Premium","H","SI1",61.8,59,2275,5.97,5.91,3.67
0.41,"Very Good","J","VS2",61.6,57,627,4.79,4.82,2.96
0.53,"Very Good","E","VS2",60.1,59,1852,5.24,5.27,3.16
1.13,"Premium","G","VVS2",61.4,58,7875,6.68,6.73,4.12
1.24,"Very Good","I","VS2",60,58,6134,6.98,7.03,4.2
1,"Very Good","D","VS2",61.5,63,7146,6.35,6.31,3.89
1.5,"Very Good","E","VS2",62.9,56,13892,7.31,7.22,4.57
0.7,"Ideal","E","SI1",62.6,55,2656,5.62,5.66,3.53
0.91,"Good","I","SI1",64.2,59,2700,6.05,5.98,3.86
0.3,"Ideal","G","IF",61.8,55,863,4.32,4.36,2.68
0.32,"Very Good","H","VVS2",62.9,57,645,4.36,4.39,2.75
0.31,"Ideal","D","VVS2",61.1,56,1034,4.38,4.39,2.68
2.07,"Premium","H","SI2",59.6,60,11094,8.3,8.24,4.93
1,"Premium","H","SI1",62.1,56,4788,6.48,6.38,3.99
0.73,"Ideal","D","VS1",61.5,58,4196,5.76,5.79,3.55
0.41,"Ideal","F","VVS1",62.3,55,1356,4.79,4.74,2.97
0.7,"Premium","D","SI2",60.4,60,2596,5.79,5.74,3.48
1.08,"Ideal","I","SI1",62.6,54,5141,6.56,6.51,4.09
0.4,"Ideal","F","VVS1",61.1,56,1908,4.78,4.81,2.93
1.5,"Ideal","I","I1",61.8,57,5510,7.39,7.31,4.54
0.42,"Ideal","D","SI1",62,55,1040,4.84,4.83,3
0.4,"Premium","F","VS1",61.9,59,1050,4.7,4.67,2.9
1.13,"Ideal","H","SI1",61.3,57,4556,6.72,6.7,4.11
0.4,"Premium","E","VS2",62.2,58,975,4.72,4.67,2.92
0.33,"Very Good","G","VVS2",60.9,59,752,4.45,4.49,2.72
2.02,"Premium","J","SI2",62.7,60,11463,7.98,8.1,5.04
1,"Good","H","VVS2",59.5,64,4592,6.44,6.41,3.82
0.4,"Ideal","H","VS1",61.1,57,815,4.74,4.78,2.91
1.23,"Ideal","I","SI2",62.3,55,4773,6.85,6.82,4.26
1.26,"Premium","J","SI1",61.7,58,5207,6.99,6.91,4.29
0.78,"Good","D","SI1",60.1,61,3253,5.92,5.89,3.55
1.01,"Very Good","E","VS2",63.4,60,6787,6.37,6.31,4.02
0.44,"Ideal","D","VS1",61.6,56,1294,4.92,4.85,3.01
0.32,"Ideal","F","SI1",61.9,55,491,4.38,4.41,2.72
0.24,"Very Good","H","VVS2",61.4,57,449,4.02,4.04,2.47
0.4,"Premium","J","IF",62.7,60,1063,4.7,4.64,2.93
0.43,"Ideal","F","SI1",61.7,54,1016,4.9,4.86,3.01
1.51,"Very Good","E","SI1",63.1,56,10113,7.24,7.22,4.56
0.3,"Ideal","F","VS1",62.5,57,621,4.26,4.28,2.67
1.37,"Ideal","G","SI2",62.8,57,6730,7.12,7.06,4.45
0.7,"Good","D","SI2",58.3,60,2242,5.81,5.89,3.41
0.42,"Ideal","D","SI1",62,55,810,4.83,4.84,3
1.75,"Good","I","VS1",58.3,59,13047,7.92,7.97,4.63
0.43,"Ideal","G","VS1",61.9,55,943,4.84,4.86,3
0.3,"Premium","E","VVS1",61.3,59,956,4.33,4.28,2.64
0.7,"Fair","I","VS2",66.1,56,1814,5.53,5.48,3.64
0.32,"Premium","E","VVS1",60.5,58,1020,4.47,4.42,2.69
0.32,"Very Good","E","VS2",61.3,57,656,4.38,4.41,2.69
0.36,"Ideal","E","VS1",62,56,1094,4.59,4.57,2.84
0.39,"Premium","J","VS1",61.6,59,616,4.67,4.71,2.89
0.91,"Premium","I","VS1",61.9,57,3669,6.24,6.19,3.85
0.52,"Ideal","E","VS2",62.1,56,1694,5.2,5.17,3.22
0.62,"Ideal","H","VS1",61.8,54,1828,5.5,5.53,3.41
0.3,"Ideal","D","SI1",61.6,56,552,4.3,4.34,2.66
0.2,"Premium","E","SI2",60.2,62,345,3.79,3.75,2.27
1.51,"Ideal","H","SI2",61.7,57,6384,7.39,7.36,4.55
0.52,"Very Good","H","SI1",61.3,60,1071,5.15,5.23,3.18
0.4,"Ideal","D","VS2",61.6,55,1226,4.75,4.79,2.94
1.01,"Very Good","G","I1",63.1,60,2108,6.42,6.25,3.99
1.01,"Good","F","SI1",64.1,60,4276,6.21,6.16,3.97
0.3,"Good","H","VS1",63.4,53,526,4.25,4.3,2.71
0.84,"Premium","D","VS1",60.6,57,4365,6.15,6.06,3.7
1.16,"Very Good","F","VS2",60.2,63,7803,6.79,6.7,4.07
0.32,"Ideal","G","VS1",62,55,665,4.43,4.44,2.75
0.51,"Ideal","F","VVS1",60.9,57,2208,5.16,5.21,3.16
1.56,"Very Good","J","SI2",61.4,58,6662,7.4,7.45,4.56
1.31,"Ideal","G","VVS2",60.9,56,11531,7.17,7.07,4.32
0.31,"Ideal","E","SI1",61.1,56,660,4.39,4.41,2.69
1,"Ideal","I","SI1",61.5,57,4649,6.39,6.43,3.94
1.11,"Ideal","G","SI1",62.6,57,5061,6.64,6.59,4.14
0.61,"Ideal","I","VVS1",62.5,54,1713,5.43,5.49,3.41
0.73,"Ideal","J","VS2",62.8,55,2054,5.69,5.72,3.58
0.52,"Ideal","G","VVS1",60.6,57,2387,5.21,5.26,3.17
0.61,"Ideal","E","VVS2",62.4,53.6,2907,5.42,5.45,3.39
0.7,"Very Good","I","VS2",62.8,55,1867,5.63,5.67,3.55
0.32,"Premium","J","IF",61.2,59,533,4.41,4.44,2.71
0.34,"Ideal","G","SI1",61.2,57,507,4.53,4.56,2.78
0.32,"Premium","G","SI2",62.7,58,540,4.39,4.35,2.74
0.5,"Good","G","VVS1",60,62,1966,5.12,5.18,3.09
0.91,"Ideal","E","SI1",60.7,56,3665,6.26,6.22,3.79
0.73,"Ideal","D","SI1",61.4,57,2841,5.76,5.8,3.55
0.71,"Very Good","E","VS2",63.3,59,2922,5.62,5.66,3.57
0.36,"Premium","E","VS1",61.5,59,727,4.57,4.6,2.82
1.34,"Ideal","H","VS2",61.9,55,8771,7.05,7.08,4.37
0.35,"Ideal","I","VVS2",61.5,55,598,4.56,4.58,2.81
1.24,"Premium","D","VS2",59.3,58,9916,7.09,7.03,4.19
1.27,"Premium","I","SI1",60.9,59,5690,6.99,6.94,4.24
0.9,"Very Good","J","VS1",62.4,57,3643,6.13,6.18,3.84
1.26,"Ideal","G","VS2",61.5,57,5792,6.94,6.89,4.25
1.08,"Ideal","E","VVS2",61.8,56,10313,6.55,6.59,4.06
1.52,"Ideal","D","SI2",62.7,56,8631,7.35,7.28,4.59
1.35,"Premium","G","VS1",61,59,10415,7.15,7.09,4.34
0.32,"Ideal","E","VS2",62,55,702,4.38,4.46,2.74
1.14,"Ideal","G","VS2",61.9,56,7199,6.69,6.71,4.14
0.3,"Ideal","D","SI1",61.4,56,709,4.35,4.32,2.66
1.2,"Good","G","VS2",64,59,6720,6.8,6.63,4.3
0.8,"Ideal","D","SI1",61.7,56,3195,5.96,6,3.69
0.3,"Premium","D","VS2",61.1,59,911,4.31,4.26,2.62
0.33,"Very Good","G","VVS2",60,63,965,4.49,4.45,2.68
0.74,"Ideal","F","VS1",62,54,3694,5.85,5.81,3.62
1.57,"Ideal","I","SI1",62.4,53.6,9460,7.42,7.47,4.64
1.04,"Ideal","G","VS2",61.9,57,6628,6.48,6.5,4.02
0.32,"Ideal","E","SI1",61.9,56,561,4.39,4.43,2.73
0.51,"Good","G","VVS2",63.4,57,1800,5.06,5.09,3.22
0.91,"Good","D","SI2",63.8,58,3781,6.09,6.04,3.87
0.53,"Very Good","D","VS1",60.5,58,2170,5.27,5.3,3.2
0.46,"Ideal","G","SI2",62.2,53,864,4.95,4.98,3.09
2.01,"Ideal","G","SI1",62.1,57,18736,8.07,8.09,5.02
0.32,"Good","I","VS1",63.1,56,505,4.38,4.4,2.77
0.4,"Premium","D","SI2",61.9,58,855,4.73,4.71,2.92
1.51,"Ideal","G","VS2",59.8,57,13214,7.48,7.53,4.48
2.04,"Good","F","SI2",64,57,14936,8.04,7.98,5.13
0.7,"Good","G","VVS1",58.5,62,3380,5.8,5.82,3.4
0.73,"Ideal","F","VS2",62.7,53,2762,5.8,5.75,3.62
0.63,"Ideal","F","VS1",62.3,56,2644,5.46,5.49,3.41
0.59,"Ideal","D","SI1",61,57,1816,5.43,5.46,3.32
0.65,"Fair","F","VS2",58.3,64,1881,5.7,5.62,3.3
0.9,"Good","I","VS1",63.3,59,3644,6.06,6.1,3.85
0.46,"Ideal","I","VS2",62.3,59,952,4.95,4.91,3.07
0.42,"Ideal","G","SI2",60.7,57,829,4.87,4.84,2.95
0.9,"Very Good","D","SI2",62.2,57,3975,6.11,6.15,3.81
0.52,"Ideal","E","VS2",61.4,54,1694,5.23,5.2,3.2
0.72,"Ideal","E","VS2",60.8,57,3091,5.79,5.82,3.53
0.32,"Ideal","H","VVS1",61.9,54,708,4.4,4.42,2.73
1.03,"Very Good","H","SI1",60.8,60,4836,6.47,6.5,3.94
1.05,"Ideal","F","VS2",61.6,54,6810,6.54,6.58,4.04
2.03,"Premium","J","SI1",60.1,58,12492,8.26,8.21,4.95
0.39,"Premium","E","VS1",59.6,60,1097,4.75,4.72,2.82
1.03,"Premium","G","VS1",62.1,59,6479,6.48,6.4,4
0.23,"Good","E","VS1",64.3,59,373,3.84,3.87,2.48
1.07,"Very Good","H","VS2",62.7,57,5264,6.48,6.53,4.08
1,"Fair","I","I1",66.9,57,1997,6.15,6.03,4.09
2.04,"Very Good","H","SI1",62.5,61,17952,8.04,8.08,5.04
